asm_md_filesize,asm_md_loc
1914563,81384
132813,18331
23993,3821
3544704,787777
869621,183040
3928181,216264
2117799,452231
378195,10931
782258,157613
1786113,75774
2562884,713004
20707,2366
28677,3132
232233,13503
405449,13218
457515,87132
1236530,34380
33923,4776
3838764,896429
28446,3392
512661,107054
3847894,909745
30049,3014
84204,11089
537370,116818
123883,14579
1568503,66777
3493398,176185
21355,2443
13038894,3720529
154483,10904
616739,117914
28750,4018
21355,2446
1387361,296317
4111882,173717
295641,63477
610162,127087
37031,5812
434003,94180
12483592,3594108
682041,151898
19792,2000
169751,23858
3031371,70278
3871383,911692
28130,3128
28865,3419
1154224,165706
147741,15666
27075,3179
3830029,892618
376035,11173
264778,63205
3103727,71500
85164,9709
1170838,139658
474530,65528
3229465,873723
3257716,165443
373143,11205
493798,67957
24270,4060
238742,15176
33209,4730
745435,155704
827945,167383
28400,3494
2444140,522858
33322,4719
1898938,315048
865836,180824
3909691,929371
476821,103138
1280758,269338
13552807,3842526
33352,4726
6110966,1683338
212274,46991
28918,3401
952021,195801
1390606,296092
21777,2446
251345,16690
711919,139943
2199854,281029
21357,2431
822595,171532
28539,3434
5589663,1555350
323420,40790
3358807,112675
229666,13583
3546246,787956
542169,99914
22513,2279
28637,3387
1280178,181467
167943,21850
3891644,924982
3503324,171511
27792,3101
26567,3112
3876719,924988
33911,4727
36596,5760
24079,2821
1060113,147602
222337,24808
8622557,2390579
33566,4769
411942,47837
833405,178665
28554,3393
3533512,148542
5356045,1215365
3546816,787934
1401796,295038
522471,95996
3692113,163343
2745762,115942
29018,3430
1612762,266115
232566,13585
27880,3242
2954374,65260
241076,16179
3085527,70474
3895204,925122
474027,99933
3295282,148501
2972405,66794
21443,2431
22692,3674
4123841,140437
33957,4774
28858,3362
1853506,78972
2977401,174518
406456,84613
5569726,1593388
458512,59634
28617,3290
3140915,71492
260904,26527
2472432,346826
28042,3335
28971,3386
309849,32579
980805,195659
3867537,909027
125270,12716
2675619,587389
413155,85238
200249,41265
28829,3370
8088856,2272782
476840,70626
1025241,221944
30834,4368
33773,4742
37960,3869
26446,3036
922914,188685
23582,3872
5972509,1671929
228660,13602
166816,21682
3017242,70250
6898833,1951254
1162745,248404
770830,154965
253538,48701
866028,175084
2949178,63955
22734,3690
475890,103795
33462,4751
2223347,197497
3618468,478006
1574098,35797
28457,3367
28495,3415
2944963,805585
2268255,98624
3859981,896330
26433,3101
3547354,787987
476944,84837
3547610,787919
492235,105117
24111,3836
28839,3431
3838443,907870
83526,8682
963045,188804
1306704,182296
27547,3221
27888,3202
21402,2457
312333,41051
1921663,63364
640204,144009
4078224,195233
191483,31498
31862,4010
703158,138369
457265,100346
939450,181710
1743173,472944
595802,25063
2627771,580505
1340251,91567
28546,3424
37080,4140
21608,2478
28997,3512
8720732,2543267
626386,89129
4210739,173936
28452,3383
235762,14720
28595,3391
8401231,2358603
33067,4721
21472,2447
1804354,78832
3929832,224035
761812,152244
3594156,158901
24826,4018
3547209,787959
3889561,912986
1257777,35301
2429652,521329
6904434,1986338
682834,128864
4395788,198570
263646,33969
28971,3357
1253231,37407
229967,13543
1899448,79924
3048899,70632
2953959,137039
28489,3399
824317,169058
11747556,3347206
28315,3362
9114690,2534598
2354478,485209
3156790,72519
234224,22838
1575343,34863
521526,74985
239378,15808
233898,13729
921091,136861
728899,144765
398796,52029
3219096,72994
152857,17276
3701297,812587
2068463,358586
394953,83672
3074629,73079
27680,3105
1426796,606265
3911941,948337
4752269,217822
241907,15712
586443,129574
134105,18403
547870,101428
54904,7020
5599242,1271484
956972,30513
28830,3390
2413589,419025
28629,3414
232685,13610
33503,4726
2518391,489616
2376562,330780
117008,4931
6440355,1872256
28611,3401
1308000,288016
3673960,180085
1245864,35180
2263203,482908
7065650,1942840
574002,120949
22858,2631
311895,38905
63435,8052
1264786,35503
3884132,912815
1909810,80824
8188068,2376623
442811,37206
233116,13650
263128,25592
1292893,55093
462676,66850
21653,2483
1214222,33991
24160,2788
3530651,785531
232848,13680
3463321,174192
3837663,167060
27473,3163
3809676,820845
3121847,71529
773378,158998
621532,117928
33293,4710
3837234,892550
815487,76290
21486,2430
3548906,788203
267362,26403
2143530,309610
4165891,199547
3547077,787934
27478,3242
28564,3371
427269,15051
97045,12165
836944,169824
1120953,27516
672707,145826
2402429,672573
2973926,372204
237821,15139
31636,4004
28836,3395
29910,3382
233165,13626
35848,5637
4034387,560627
27821,3177
6375353,1435320
28249,3331
28718,3395
3222348,133585
3052115,70173
18357,2043
1660751,189316
3547443,787898
35922,5658
28160,3285
255930,48695
2068404,358582
144190,18723
130429,14725
1335927,291131
3530373,785764
28486,3344
929752,176241
1100772,236176
27784,3140
111262,12840
3474314,160685
24041,2803
483146,101906
28739,3165
21486,2460
33267,5241
6813854,1949447
33831,4774
37154,5825
28695,3388
755292,154014
209655,40256
26965,3137
233047,13737
26717,3107
37225,5849
230261,13716
523129,68695
26767,3066
3206817,72175
234231,22837
3095941,167905
547493,111050
24151,2825
54548,6990
233293,13739
454736,96293
8960397,2544400
8008765,2270852
2446141,303376
250135,45752
3546746,787898
265339,27258
22653,3702
582173,70293
1635678,418806
737876,174433
500724,107755
1511044,63886
3866097,912622
1380245,292463
112575,11597
28508,3347
28634,3364
21407,2444
135801,16429
22752,2641
3049419,70642
1128402,49678
28372,3426
8472953,2373965
515077,75059
6490071,1827596
438998,90140
3860096,892604
3549539,787950
829154,15075
236080,14724
36888,5763
599477,114008
33201,4713
159949,22942
3880690,925240
22741,2564
633963,142649
1842213,78466
929513,194166
233283,14296
433538,84925
130515,16168
20211,2628
937935,190388
22820,2440
20790,2398
3391296,931662
963370,200373
265791,63290
13404745,3848205
989806,149531
3873509,912919
1857088,509877
619796,82927
733248,151916
234360,15338
731760,144671
2722633,136740
23777,3806
989383,188014
544537,104848
230511,14503
6337724,1434883
229018,13585
28556,3324
3059591,71860
566108,105350
1565830,105300
21521,2433
588005,127769
3546519,787933
28417,3366
1274601,279295
33440,4691
233179,13703
2481968,530701
957021,195705
229790,14006
261798,26748
24450,2844
3547437,787962
409117,12622
21223,2397
20720,2371
3839939,896356
27390,3091
231195,13544
28094,3241
891431,120919
694274,148275
2900452,775627
4871509,221986
826607,169019
28828,3428
100124,15697
189184,37450
950327,189831
1258836,268138
33538,4747
749040,153051
27155,3176
31854,4000
877472,170061
5496296,1532165
575456,111057
24210,2832
1250469,267213
1497595,56783
135645,25208
296363,51697
3869414,1077118
650563,144006
231917,15268
3748371,163411
92486,9944
7924280,2262674
1392051,297993
22666,3683
1923343,61460
8904858,2532603
1847287,487175
488597,53970
3113185,70252
33336,5285
33337,5291
265290,26332
148601,18250
229941,13678
615974,115645
10946887,3100648
27162,3079
2507636,411105
27935,3233
4223189,142995
849010,174553
37188,5864
28532,3404
3546833,787935
3273673,192498
907868,177765
231999,13660
551093,111197
28506,3407
2999810,149640
1638867,37336
5757201,1555509
6416530,1445349
602716,113259
968988,123475
27553,3217
1187167,161998
24602,2866
177098,18988
203169,33885
28975,3420
3545755,787971
24170,2795
744711,155239
33895,4788
152267,19952
907672,190684
36987,5770
229657,14306
33585,4705
356496,66394
3701435,813025
682070,140176
28821,3333
448247,16546
31625,4004
4791888,234727
1146093,248438
230741,13563
1253912,95139
3595534,119128
1306692,182292
20128,2607
1118200,237716
33452,4750
64472,7303
3726193,204139
9891270,2854207
3763001,163005
3533344,786921
11121591,3223995
623654,27039
28530,3370
1265707,269049
36727,5748
242500,15293
3046578,71485
1146283,33797
2518856,539831
3549193,787907
33791,4761
36617,5771
1060909,128300
2964190,125163
123999,16398
1422773,60593
24236,2813
3909788,916481
1906997,81235
28907,3438
3696815,196922
131015,17528
234085,15625
175022,26049
239132,15243
3546861,788287
20046,1919
3851221,892999
1693054,101431
20713,2381
359032,42492
462011,16545
1231791,232970
33624,4734
28643,3403
4510712,203335
3062771,77586
900424,180349
705725,166959
3549135,787976
3537074,787319
4595620,209942
293414,24173
36307,5720
231012,13655
3564041,531035
3047122,101268
2447884,420205
33225,4728
3681052,808059
942310,190207
551191,80972
33474,5317
35922,3895
28408,3395
11146582,3226945
1802552,216113
27603,3106
3396753,734178
24472,2850
1242151,33979
3547769,788113
27824,3241
3023424,69879
8368678,2420343
3351889,167058
1876284,79715
3083753,73252
28035,3177
9150416,2603013
1760282,468649
1184231,153860
600626,113252
3864353,896339
180028,21642
232325,13587
21266,2397
3880200,913360
191625,22894
925249,191070
6268167,1791931
4829730,215291
3693221,810303
7447305,2107588
9021902,2539146
405163,14698
1228684,267845
26718,3120
75251,8012
676390,79271
37930,5939
316233,64679
99732,9499
1877842,80243
868915,177585
28441,3112
687532,80036
3547600,787977
236795,14580
27819,3247
1981611,547500
9788088,2851488
3012415,69707
2481486,531020
1210924,265310
811026,114496
29087,3432
116253,13427
5619466,1271983
3088867,838084
28716,3372
870954,187112
3544960,788023
1556200,423954
8221329,2332486
36914,5762
33638,4732
983589,143648
24063,3830
32992,4703
849175,164435
3817552,893042
8840399,2461858
3012712,134132
3546755,787891
24767,4012
2501032,535592
28566,3385
1896264,503694
48196,7198
235499,29509
27479,3129
24128,2787
2453916,126166
23756,3888
4756795,217364
27707,3140
858308,180154
48572,5651
21021,2427
29145,3431
28006,3431
28290,3347
3545124,788135
727648,126132
233088,13681
3757705,182369
3220087,151179
393031,12932
2023287,87848
940701,40075
1091831,20650
3028565,170159
28486,3395
27825,3234
479411,99215
230249,13575
4141411,1142421
23992,3819
312463,50891
365330,11672
936254,192830
92587,8142
21528,2428
28743,3385
33795,4773
3116907,146365
1182515,253954
501662,11794
1145444,251151
235443,15910
3926566,183781
12926198,3719075
1953518,61913
929843,189798
5390552,749672
580696,126232
37461,5850
3838622,892530
4134953,139590
101950,12114
861294,177719
968030,198936
912822,181826
51339,7695
22656,2602
150528,19772
1359466,159222
21184,2411
428808,79726
28731,3400
466077,88254
3696967,810668
4680955,221266
5269379,1479681
31003,4417
1309545,289237
2129421,591119
231371,13736
3036252,68279
378818,12216
154706,20774
31947,3993
422441,83892
8203015,2337719
3232302,410562
2291236,294225
3890117,185338
3543892,787846
2036407,542902
3546564,787923
33277,4733
813970,113517
13418258,3847153
428746,88178
319358,64893
3875245,908973
28468,3120
115478,9729
8576219,2394703
3546056,787928
1047613,175908
3543747,788043
963363,191584
12099168,3480533
126063,15113
412025,70338
4593541,223108
8919677,2469214
24104,3842
33634,4805
419028,13112
36725,5742
83577,8696
406483,73862
24233,2810
20562,2368
455491,79413
346203,70941
28556,3340
3858888,909403
21459,2400
24057,2798
4751530,215875
5188379,1190139
3718872,210934
3837707,896319
3850851,912715
3395529,112129
6247934,1412143
64574,7816
2495746,380342
3289937,156921
6369082,1434966
185175,21049
113734,13301
3544754,787780
1913849,81252
28606,3418
2511128,536871
4356530,788844
27506,3218
3087940,71065
11191969,3222592
451869,49596
620476,26715
3772652,191785
27826,3172
21596,2460
2399385,663168
3275384,532078
6938058,1952690
2507457,536267
24373,2847
1414848,177568
199524,30700
3621974,119723
33340,4743
222618,13576
174869,35689
231737,13700
3868485,909020
8930088,2473317
378259,7600
5645997,1273907
26544,3116
6277535,1407057
231673,15196
54103,5530
3850233,159495
28053,3245
552489,101659
7447111,2144035
1842759,233083
844195,176559
27554,3112
28867,3476
22669,3667
10733589,3104647
241216,16159
33609,4711
2868452,778485
7787128,2268305
6053403,1712433
1200843,154453
28290,4003
33503,4750
28691,3494
8925843,2531840
27781,3233
28509,3348
8752805,2478637
526768,67915
170158,19963
234408,13796
33642,4735
191774,37657
91576,11115
8011113,2229590
418593,14434
1945133,517945
462503,80761
28403,3143
545586,111356
1275069,280522
3131043,71346
1451608,154433
562825,102857
27193,2808
800417,104093
23492,3874
2247228,287963
3661749,160869
20629,2367
392567,63957
1862450,78933
1948428,82576
1716351,73323
276143,33169
898032,179768
4630924,232339
28605,3163
27888,3212
142142,15841
26539,3046
3403289,150577
23199,3851
308471,64959
3125048,70264
67296,7112
268121,53464
22736,2587
409497,33644
32025,4043
36826,5849
24100,2745
20983,2403
248816,16424
3206194,158042
28749,3378
250500,41754
24663,4006
1138260,244581
682168,89625
28629,3376
456187,87328
467350,102675
10735457,3100753
372528,64687
511594,69967
28345,3351
62380,6364
238178,15219
3086088,70638
4020878,163495
639036,144009
8337587,2377272
4391614,224222
33567,4762
1449694,61925
6501840,1830569
33194,5274
111951,12791
796614,161217
3547351,788014
526895,73401
33583,4720
84204,11089
653617,148175
236906,14840
762430,152529
28217,3115
21380,2449
24180,2803
24137,2780
3072438,104701
9652688,2729038
517706,93639
2452036,524012
3547012,788068
28543,3117
250686,52156
24513,4072
864209,182907
2432646,418770
2537492,429285
1266918,35707
3144638,73210
205426,43034
26776,3092
3258442,107617
423880,85997
1655531,358668
33615,4756
6408157,1443512
1251556,267274
1116327,243552
641232,27528
1277947,280443
28594,3419
127906,14634
359468,44363
27059,3165
477320,95032
25592,2488
27559,3126
3212604,158649
22614,2577
737221,151712
103689,11161
3545427,787843
398551,14440
229551,13511
3593988,923954
3900039,928800
1116859,240041
33098,4708
24064,2794
1467242,62309
140320,24007
986308,194606
66050,7789
151449,24989
172356,37571
24263,2808
21462,2453
913990,181276
13381275,3841801
3204707,71042
3077148,71242
1079991,235308
1894809,80702
3907931,925185
3696576,812277
62939,8408
1204414,51283
411147,13152
196570,25478
3930402,944500
156243,20803
24427,2835
344679,48631
9241270,2609087
3439550,168880
21381,2425
833553,171256
172185,23973
27404,3114
637177,89637
27204,3177
545364,110621
24477,4069
36674,5784
6592241,1834491
498624,106665
3548993,788450
8096786,2233953
28810,3392
1940721,523962
1212350,136447
3547584,788036
26717,3121
3184025,145871
33754,4759
2364040,44224
133814,18606
8364995,2314805
24453,4035
7473087,2141700
910430,186582
1959621,516482
410823,86015
812273,174510
944539,185584
1258171,265004
28271,3393
5650218,1592494
28533,3381
502800,107698
2443067,523437
2943363,63715
3980261,163514
8061280,2295131
474665,77776
255676,25593
235398,14764
27958,3334
27707,3098
51411,5934
3145588,71831
246017,17052
2345462,651071
27273,3062
3058428,70848
329976,45121
583243,126724
840969,172400
221759,26225
234509,15474
3351436,145292
28621,3389
27695,3099
28776,3403
28769,3415
28947,3397
507339,70771
96073,11140
7536255,2143984
783242,158090
906122,182055
27811,3137
1802578,216112
333237,29271
613440,118860
458086,87295
8114771,2343885
6396149,1760978
3531318,785614
233030,14842
4544794,202550
2461730,527251
440445,75482
1297691,284224
181615,36502
1266710,279976
24628,4011
457340,87132
1913175,81286
311362,65062
5998998,1684123
237621,14785
200424,38851
37417,5896
6273007,1750696
86626,10510
3548260,788299
28041,3224
2802431,774291
21544,2459
28787,3321
26527,3049
101296,15904
819857,136655
1630370,48227
231938,13498
36767,5748
1574619,67065
3077874,71171
95542,11162
28316,3391
1145206,245795
256186,14028
480129,63580
37404,5860
1279301,181483
3404786,163767
24230,2800
3042597,154638
32020,4027
983139,197103
3886892,920067
28975,3415
24191,2829
28725,3429
1431932,165088
3047518,69783
36518,5707
520495,67256
3544873,787831
28576,3401
28419,3409
1358876,286567
232727,13644
499657,69131
749550,124605
561175,69980
3546665,787950
33328,4735
78794,12060
22688,3681
6888121,1946472
98742,11677
27961,3219
7549214,2111669
336192,41565
108215,12232
1965595,524700
154169,20544
238525,15227
663798,152663
930252,198185
1783447,489915
2754799,403012
37507,5882
4265137,195458
28530,3393
1749744,379909
220035,48103
3546429,787972
3201553,71415
3784687,208842
412221,54739
51639,5987
229656,13557
6659186,1835948
4047947,215030
483194,69256
233917,13724
3915592,198856
231773,14123
3818565,913027
230578,13599
3099007,70482
28496,3306
183660,31190
366223,70079
2936387,62233
434577,65078
22586,2614
24853,4019
282745,44030
334451,13231
33233,4727
5015193,231554
1267270,268688
2451541,524286
1276007,281366
3888742,924977
3154439,73556
107392,12191
2267239,631624
237013,15012
23931,3823
26539,3116
1026613,213130
630391,119546
21522,2432
24284,2793
4695550,220871
2349732,72422
191971,29304
231499,13760
299985,48232
28399,3408
1705639,449142
6589419,1826805
1005792,127237
1334524,291060
237736,30031
3893085,925031
55978,6648
309846,32579
254652,50198
733973,147798
810092,15490
237605,38644
1871066,78971
235823,14694
27484,3078
386162,12912
471291,65568
262655,26431
27391,3116
351996,11411
2413140,517322
3712980,125206
231854,14500
233739,13739
598530,78978
189780,37656
1754202,75049
2473881,420111
643950,89803
1283613,174330
27839,3219
35439,5641
3938441,944903
6114007,1377381
2927841,63032
769181,105260
205990,26781
4103628,135310
407867,86847
35044,3633
8279521,2348863
3847888,892975
33670,4779
4878765,248087
28567,3484
173618,35383
1005188,135517
3122830,440014
7199465,2031214
24193,2802
28753,3393
3545678,787977
28436,3455
434547,86757
21534,2469
3620404,174485
402783,78837
236930,16126
8441917,2384499
175801,25939
37072,5796
184085,31270
3306628,108859
33266,4772
3214790,131832
234229,13770
27926,3197
6228439,1406195
3146080,138618
133813,18598
24141,2824
733924,146240
428169,14569
382498,51933
1887963,79732
24034,2802
29054,3427
292360,62899
37344,5850
363559,50590
612367,126557
3054761,70659
28720,3365
8303112,2303057
266722,26411
354192,54340
991402,190645
5218,388
233393,14883
1117926,240783
3882916,913460
103788,11661
3546617,787936
27855,3138
3705297,812271
2301492,41720
22847,3708
1757329,468440
1295777,285178
3880552,218758
28571,3496
3546908,787915
26761,3081
20559,2348
3380553,732680
763218,154674
8740049,2535713
1262542,36108
24548,2845
24083,2786
150464,19779
2856194,777146
5544783,1251589
959488,118734
237796,15078
2060960,569357
3546506,787978
798094,96649
224723,13650
21592,2454
278889,38670
251011,16802
713637,91664
1387821,292223
1593822,420290
27678,3098
941346,196093
42710,4042
3236640,158180
28841,3364
3999449,174661
3546109,787974
232942,13582
3954224,1090479
404290,12246
185922,29589
488670,53969
240151,32486
879970,108750
3549194,788430
5815820,1603609
1312360,283700
415663,88348
395475,54279
23476,3844
3851507,896447
1270334,279462
37454,5873
240362,15114
1868116,79504
23406,3812
6892959,1920041
186787,21445
176438,26098
3437650,745740
5831609,1603783
718291,142311
28044,3289
6715698,1906887
4539,310
21570,2461
1897280,80101
3545002,787924
3201556,71460
111631,12830
3772970,892977
228979,13567
671633,132079
28587,3452
196293,29810
3869378,912863
12974296,3716650
3198599,71530
2477129,95964
231700,13921
141402,17044
3965838,196151
1126981,241538
28924,3415
20954,2414
2800138,138857
244635,16023
3167459,684622
407194,68498
106893,12257
28517,3418
924437,39559
3548855,788475
1165450,167837
653067,73171
10321957,2980387
104508,12767
9265411,2610598
26930,3104
238118,15105
3217029,146441
27027,3130
26584,3015
434252,16069
724022,150386
2630268,464746
240005,15316
28920,3425
119045,10193
436469,15430
433959,65999
3545044,787959
232936,13726
33336,4736
21428,2451
3845959,893488
2857972,156126
1198893,24907
236287,50835
3636064,119879
238427,16023
837619,171373
1769559,468170
27736,3096
28514,3284
4148071,1152980
698558,50279
21525,2446
13031827,3716481
2440952,414095
549813,101424
1494001,64240
150107,23964
29116,3435
2502055,536888
1288150,190744
1898972,80407
6967997,1985566
23363,3877
28756,4059
25355,4700
187088,36411
8842211,2480599
2488737,533672
108244,12962
21711,2472
10473169,2976201
929639,138601
1314569,285366
3547117,787927
98741,11451
3022035,70579
3169544,155887
3837109,893010
28583,3395
634667,134946
6295966,1752905
27746,3207
21535,2467
27623,3231
27653,3166
4332257,1108639
28387,3393
783264,167574
200946,32953
671246,148176
544949,111664
2446443,420030
3605889,193625
4849664,1318329
27359,3178
1200845,32938
21942,2512
24231,2682
3875173,912823
28652,3448
229720,14160
7889904,2220673
36622,5765
970052,190670
3525581,117779
239967,16502
3226445,178728
242918,63244
3843593,896476
3547286,788086
385946,13476
575778,125196
955018,126345
786733,158104
3906717,929128
4558267,483129
929258,185433
3009242,180376
33358,4737
21599,2467
6450551,1468240
26780,3083
3205134,72330
3753010,124786
33417,4738
1129795,244573
149912,20513
28912,3426
244467,15727
4127965,650290
1453535,61854
240885,15200
27859,3177
21507,2441
21494,2447
437494,16561
236472,15031
427733,58442
920123,179849
28644,3378
25330,3324
37021,5823
933834,39637
260619,30292
923147,179178
28621,3428
371740,78712
24244,2803
3709633,813688
1274073,267657
3013375,71904
28753,3407
33441,4753
1858642,79007
37615,5922
23580,3822
2260553,630105
240304,48497
28999,3401
263652,25525
28805,3391
233559,13719
285736,18982
573847,124700
28144,3386
5361327,1385547
1076795,235493
225146,13754
432897,16856
233830,13738
21458,2438
3690321,170521
2449773,524552
28728,3480
5455829,617247
28473,3402
611271,124523
175554,26106
6191486,1386790
2451470,525445
3547177,788316
1155274,207949
1433909,61131
525156,64543
8812684,2471897
3390393,149208
585170,23482
128537,16984
3547141,787942
246399,50191
1227967,267681
27707,3216
640289,121127
967540,189636
264375,25572
1169705,206486
376121,48860
6351229,1757195
28682,3135
86373,11305
494987,57856
202302,25337
983434,143615
1860698,79036
421550,14297
6632222,1491604
28357,3107
37136,4148
618314,129588
28701,3431
98912,14329
21537,2450
938148,165334
3086320,151654
439890,15962
422400,86020
790458,162714
477055,84186
23853,2793
241415,15267
614725,26092
3547021,787960
648527,75055
28041,3326
28540,3116
28809,3423
24356,4001
5690484,1593432
3533834,786434
270867,21083
243847,16940
239309,49121
33628,4752
3869700,913282
3143151,143028
3184186,869221
3617079,177546
35575,5640
3545550,788028
3899155,925038
1800305,397578
6212738,1399760
32921,4665
3684369,808672
3300854,903188
4042809,1115728
27629,3135
28641,3400
29003,3451
28656,4060
263250,25541
36229,5721
678875,95703
152036,19937
22708,3691
33480,4778
1259031,265142
8039921,2224376
24178,2785
27923,3232
873379,187230
264025,25643
92896,10682
1502131,31075
2321298,650947
3882909,921604
36197,5723
8356632,2313705
263755,25598
240336,16192
32039,4034
2668123,310160
28787,3389
8612364,2462801
1861702,78831
28671,3330
5793437,1601617
5520799,1538945
4094468,465744
11126201,3228326
3547147,787944
11335246,3223979
2285428,76991
3536775,787470
7986632,2261276
23888,3807
151635,19770
1209351,97296
596191,67659
233681,13724
308220,40519
12696,1015
1290529,262410
7828838,2223830
7975177,2299234
942004,183569
624079,26313
28427,3272
28877,3406
540413,110554
399254,42368
33401,4719
3187576,70345
406124,14336
27286,3205
8280393,2337694
21519,2473
4199930,212789
33388,5295
3019439,150674
27043,2643
3096861,72574
3605880,119700
1946154,205850
611411,88860
28868,3430
33505,4733
570144,70407
550100,103010
8169218,2380256
4088069,879330
145916,15973
3531423,785957
307565,40850
33191,4719
1219564,257007
3279832,154496
267150,26406
3535711,786769
130747,22465
356783,50088
5651663,765026
24290,2828
983557,143626
2481980,427689
3534728,786666
3685694,176279
21183,2422
278995,41635
133775,14334
942630,185699
3545637,787983
212372,27315
1048194,197492
27527,3188
229031,41911
348228,71217
3073224,71147
2419360,517899
36472,5710
3537828,787785
12615847,3600411
246752,29410
8653133,2459529
957137,196346
2751425,116765
6355429,1428982
28656,3384
24096,3988
140728,6270
1663739,220154
3549609,787847
24399,4022
656502,148175
27849,3216
33718,4764
3546399,787904
475954,66544
129060,23989
3777,294
641469,130277
239954,15123
3857741,912849
232261,13550
36304,5704
232278,13548
5445367,1524439
238097,14704
118989,13561
275625,29793
328487,36644
37162,5844
822118,174578
3180971,69641
3505022,164205
544999,110983
796899,163549
1902067,80981
3092147,72123
233646,13749
1092168,233716
5352940,545122
201507,23159
208465,31464
518982,94362
3519281,964630
20799,2408
232906,14784
3874540,916926
1963041,49705
737972,145456
362454,11988
413954,28241
238863,16245
53057,5957
28757,3387
194711,35280
238881,15678
232873,13581
27866,3249
3546549,788261
27423,3202
362051,40738
268101,27467
973424,132620
27725,3154
232483,13603
231064,14017
233255,13573
132540,30975
844888,175957
28234,3332
11471,894
23632,3885
264384,30076
28654,3359
263518,25515
33146,4727
799871,169632
3095428,72269
3546089,788006
2427472,329969
102880,12098
3536204,787576
24499,2845
904194,108353
1344664,286136
384528,79466
1283857,59305
101734,18627
2243208,480233
401843,47934
3876762,916697
1873821,79565
3852617,896406
23561,3846
239443,15103
858095,179131
5799153,1600555
237390,14929
483018,105019
28588,4010
123698,12374
243522,49813
759690,102638
595244,20865
33693,4750
26861,3112
223048,50114
28903,3519
26462,3101
36629,5761
26838,3092
29085,3415
127403,16559
382833,62380
3546827,787895
489798,59613
343755,70400
36186,5726
3547137,788112
20568,2338
424913,76951
27581,3189
3818445,892660
28392,3472
103355,13040
507341,70819
28902,3435
237949,15229
1226393,175945
127450,14983
233891,13769
13329570,3850187
20930,2416
27932,3238
447028,85861
28741,3483
4078154,642095
618380,117185
23940,3828
904645,188296
29151,3421
28374,4001
5188662,1190082
3531935,786196
921595,189113
3547334,787966
195668,29833
11406823,3219229
616944,117160
1004557,195755
4192209,213063
241768,16713
252561,34102
28548,3388
260024,28795
110736,12492
151055,18760
13279644,3842500
4132900,210204
1309446,286519
2120497,299412
3236141,185163
1354022,288189
27770,3198
3836479,892744
2102243,559143
347081,71009
27278,3104
1777613,53570
26415,3044
4139540,189818
31123,4393
3546642,788059
24493,3986
433421,89974
3535626,786769
28504,3148
3327387,146829
3546067,787809
622106,26265
21464,2436
2865439,145047
138163,18903
361546,38777
1096084,142265
274767,28673
166815,21682
3547081,787915
1143803,33621
3878860,184970
586179,77365
3547205,788105
1569401,413769
264983,25575
1876838,80221
3633350,158257
217656,13841
33612,4808
28902,3476
1299120,283699
6551224,1824556
26496,3093
24254,4044
3548270,788015
3546243,788089
6681312,1506842
1920600,288180
28748,3529
134031,18285
28380,3330
984955,185525
3930958,210583
29014,3436
3871282,912823
945872,178662
1963978,49213
701678,139144
21510,2448
784568,157236
230086,13586
3007761,363940
5371813,1520369
175426,26105
23796,2056
23124,3709
242422,15942
233890,14987
4093651,465720
8379992,2382790
977837,191544
16963,1896
3857859,170816
28824,3371
29185,5836
51635,5972
1383864,290605
32157,4060
245593,16890
5148777,1171675
3480717,488579
1983465,514871
28682,3375
220660,13893
56902,7632
239248,15342
28284,3388
23656,3828
21439,2461
3546228,787991
28248,3361
3697882,810596
28917,3415
346613,54921
248061,50505
46692,7222
575648,50995
3841186,892788
3436835,111763
28430,3391
3834206,892475
1534022,217132
26568,3116
655124,144009
3555627,183515
4216040,143777
106987,12348
33767,4773
3547578,788286
3652338,579677
28414,3429
3691542,811446
3689062,809584
27543,3178
33686,4722
100802,10549
707211,93262
5241943,1194748
2420630,403695
3688385,795022
2856074,130312
3543265,186513
21533,2447
330857,44269
446860,77213
3602449,199495
2983134,405280
31010,4404
93681,12842
450343,91346
785049,164938
5288044,1441152
951839,197768
794167,162730
1940858,69901
2836739,141042
3132211,147261
28759,3410
265006,27192
3056046,69863
30925,4383
28860,3425
33660,4810
4702686,1073763
1979662,50320
1314984,286619
161912,28966
8873266,2465819
235037,15199
28390,3435
27124,3212
33104,4686
27497,3090
27644,3129
194900,22377
521202,95923
880660,149223
970781,201294
105094,11002
33517,4760
24606,4004
28766,3416
10479239,2973702
462447,38763
6638252,1836599
26916,3037
3663359,176855
6222072,1400346
3547239,787980
154052,18440
27642,3128
407957,28819
28344,3263
7738266,2147449
1174473,163726
27392,3087
33601,4710
1534080,217131
2435044,520727
12181605,3472222
24725,4036
670574,148156
28416,3413
33746,4742
4312518,218140
27596,3203
422673,84600
3871432,913036
550477,111239
21391,2443
21152,2405
8360482,2375855
28408,3274
348983,47814
27353,3205
24249,2834
8414508,2359280
22632,3695
1543525,34537
3602615,993434
3857514,187366
3530996,785451
232858,13653
1927025,81734
21335,2461
435363,93817
1298657,63153
6103758,1375184
3692397,810897
227712,14580
4488444,176948
237599,14789
1223563,266474
33606,4740
31928,4029
3547331,788029
1402620,301401
2966117,66364
12559782,3718056
476419,102361
20484,2302
2442839,523813
298589,71239
232977,13728
8923364,2533749
230310,13625
17229,1669
9178693,2607067
90130,18102
2434169,523042
3136737,72117
3547224,787982
3547128,788076
1250702,35451
2482544,487307
11253242,3227351
445513,15723
330814,40696
774275,156121
195378,25647
