asm_regs_edx,asm_regs_esi,asm_regs_es,asm_regs_fs,asm_regs_ds,asm_regs_ss,asm_regs_gs,asm_regs_cs,asm_regs_ah,asm_regs_al,asm_regs_ax,asm_regs_bh,asm_regs_bl,asm_regs_bx,asm_regs_ch,asm_regs_cl,asm_regs_cx,asm_regs_dh,asm_regs_dl,asm_regs_dx,asm_regs_eax,asm_regs_ebp,asm_regs_ebx,asm_regs_ecx,asm_regs_edi,asm_regs_esp
410,746,0,0,0,0,0,0,0,81,56,0,53,0,0,121,36,0,94,56,791,402,236,749,316,225
36260,24868,0,0,0,0,0,0,0,97,308,0,6,0,0,125,47,0,21,31,34783,6097,26224,29332,38125,303
40,18,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,105,33,21,50,30,44
442,558,0,0,0,0,0,0,0,41,23,0,30,0,0,58,17,0,11,21,835,589,256,644,314,231
96,71,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,136,151,55,131,251,272
47,23,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,54,50,25,152,168,91
106,67,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,135,150,60,103,265,271
96,92,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,301,147,98,76,163,182
119,78,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,277,152,69,111,180,185
1019,18,0,0,0,0,0,1,2,16,2,2,0,0,1,24,7,1,5,3,1266,1419,9,941,10,94
3936,5850,0,0,0,0,1,0,0,220,5,0,850,2,0,112,11,0,93,4,12666,3879,1512,12035,3141,12611
180,706,0,0,0,0,0,0,0,19,0,1,47,0,0,8,0,0,4,0,927,213,243,652,290,657
38298,29816,1,1,1,1,1,1,157,1581,652,25,1858,751,22,1801,454,17,2531,509,57615,17219,27897,42052,24695,68942
110,84,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,149,152,63,123,211,273
100,182,0,0,0,0,0,0,0,16,2,0,22,0,0,4,0,0,2,1,336,152,145,145,134,259
706,659,8,0,0,0,0,0,2,54,134,0,13,0,0,126,61,0,72,127,1569,743,294,1259,402,552
115,86,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,162,181,95,145,222,225
52,40,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,71,65,36,95,149,99
1107,13,3,0,1,2,0,1,5,22,7,1,2,2,7,36,2,3,2,4,1208,1546,14,1211,14,94
7978,7970,0,0,0,0,0,0,8,177,82,2,59,13,1,120,41,3,95,56,21065,18718,5238,12750,5686,4710
4035,4528,8,0,2,3,0,0,62,993,225,7,450,47,57,1097,218,13,681,254,7517,2551,2278,5677,2443,3167
1335,10,1,0,2,0,0,0,1,2,0,3,2,0,0,1,1,1,2,0,1239,952,7,1341,5,81
60,22,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,59,50,35,146,155,92
517,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,476,332,8,558,7,50
437,786,37,1,4,1,1,2,3,64,2,3,34,8,1,60,8,3,64,15,1655,1911,438,772,644,276
20,190,0,0,0,0,0,0,0,15,5,0,5,0,1,1,4,0,1,0,510,255,139,156,131,118
540,1620,0,0,0,0,0,0,1,444,0,0,7,0,0,4,3,1,1,2,3150,1043,803,1020,1138,235
110,73,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,130,150,74,86,279,272
33,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,81,46,36,124,1
1121,32,4,1,3,2,0,1,4,47,7,8,6,0,7,35,2,6,7,6,1226,1555,22,1217,27,99
113,88,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,366,183,94,170,203,224
170,64,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,163,184,112,147,202,224
481,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,465,520,5,515,5,62
580,1243,0,0,0,0,0,0,1,182,0,0,2,0,0,4,0,2,0,0,2282,831,728,1099,880,260
87,63,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,333,142,65,136,174,185
98,101,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,282,151,90,118,157,182
97,172,0,0,0,0,0,0,0,19,2,0,10,0,0,4,0,0,5,1,338,153,143,143,135,256
414,551,0,0,0,0,0,0,0,33,21,0,27,3,0,61,29,0,13,18,769,535,259,610,288,232
1476,4444,3,3,3,3,3,4,8,393,86,1,131,22,1,256,61,0,73,24,7897,5725,2073,3880,3582,895
656,1179,0,0,0,0,0,0,0,143,0,0,1,0,0,8,0,2,0,0,2487,679,554,1189,808,166
824,692,0,0,0,0,0,0,0,110,72,0,7,0,0,95,71,0,93,107,1539,1232,279,1301,460,308
288,159,0,0,0,0,0,0,2,73,56,6,28,6,3,62,50,0,30,21,921,1683,101,427,121,531
987,2922,0,0,0,0,0,0,36,373,17,3,92,3,3,187,13,12,82,10,5482,2309,1565,2865,1815,1262
503,306,6,0,5,5,0,0,23,62,1,24,19,1,15,26,0,16,17,2,733,1186,375,525,321,216
5,35,0,0,0,0,0,0,1,13,1,0,3,0,0,0,0,0,0,0,39,10,52,14,31,5
56,44,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,68,83,34,225,215,152
1101,16,2,1,0,4,0,3,6,15,6,5,0,0,5,31,2,2,2,2,1199,1548,6,1209,17,102
485,676,0,0,0,0,0,0,0,69,94,0,34,1,0,97,59,0,84,62,901,385,212,808,300,232
1709,4067,1,1,1,1,1,1,0,150,34,0,38,2,0,180,20,0,35,21,6071,4779,2261,3035,2862,1004
288,253,8,0,0,0,0,0,2,25,15,0,7,1,0,64,17,0,3,5,496,401,146,360,157,298
88,71,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,272,149,94,136,178,185
1102,11,4,0,1,0,0,1,1,12,6,1,2,0,3,31,2,3,2,3,1196,1542,8,1210,10,95
294,295,0,0,0,0,0,0,0,28,10,0,13,1,0,57,11,0,12,5,508,488,146,428,168,59
405,9,0,0,0,0,0,5,0,4,0,1,3,0,0,3,1,2,0,0,710,462,10,399,9,59
496,659,0,0,0,0,0,0,0,23,25,0,27,1,0,69,15,0,17,17,896,616,280,752,331,256
313,260,0,0,0,0,0,0,0,9,2,0,11,0,0,58,18,0,9,5,432,414,134,404,150,53
447,570,0,0,0,0,0,0,0,36,15,0,32,0,0,61,22,0,16,29,784,594,264,652,288,224
1103,11,1,0,2,0,0,0,3,12,6,2,0,0,4,28,2,3,3,3,1198,1546,13,1212,14,102
41833,29105,0,0,0,0,0,0,0,66,190,0,8,0,0,81,11,0,40,6,37824,1907,34090,31780,26541,747
392,1198,0,0,0,0,0,0,2,850,0,0,2,0,1,1,1,2,1,1,2233,852,555,808,848,205
1421,937,0,0,0,0,0,0,37,86,50,0,11,0,4,132,9,5,84,11,2633,1045,919,1061,749,2418
475,23,0,0,0,0,0,0,0,44,17,0,25,0,0,85,0,0,21,0,2599,1566,182,69,9,648
460,565,0,0,0,0,0,0,0,33,40,0,22,0,0,65,31,0,16,32,841,644,259,705,332,236
15684,19269,0,0,0,0,0,0,0,97,307,0,6,0,0,125,46,0,21,29,25228,6078,19835,17438,14399,301
605,637,10,0,0,0,0,0,3,68,53,6,19,0,4,79,64,4,28,71,1198,884,262,865,381,480
109,51,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,93,115,57,85,140,144
160,107,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,362,181,72,127,210,225
415,742,0,0,0,0,0,0,0,90,87,0,40,2,0,87,44,0,98,43,865,369,222,781,307,238
123,77,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,159,151,53,78,183,182
762,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1044,758,5,707,5,68
1032,1924,2,2,2,2,2,2,28,386,71,3,76,11,0,168,47,7,67,20,3972,2560,943,2034,1521,473
16013,23406,1,1,1,1,1,1,12,937,190,6,380,51,1,625,137,0,217,132,44075,10254,13835,27914,17440,23542
7258,6091,0,0,0,0,0,0,0,74,193,0,8,0,0,93,7,0,41,9,10954,1929,9462,11039,8116,778
8153,10809,0,0,0,0,0,0,0,145,190,0,12,0,0,48,1,0,11,0,13969,1831,10434,7135,15225,742
519,1685,0,0,0,0,0,0,19,347,32,4,91,7,4,151,103,7,49,21,5456,1968,1133,1686,1421,1104
491,765,18,0,1,2,0,0,2,41,6,4,35,7,4,27,2,4,33,7,1711,2230,497,1019,676,208
929,1811,0,0,0,0,0,1,0,201,8,0,30,0,0,138,24,0,24,7,3250,1352,453,1403,743,344
348,425,1,0,0,1,0,1,4,6,2,0,3,4,0,1,0,1,0,1,458,112,426,421,424,814
432,852,10,0,4,3,0,1,118,101,12,7,7,2,67,31,0,92,28,7,1834,1662,290,951,611,218
22,29,0,0,0,0,0,0,0,14,0,11,0,0,0,2,0,3,0,1,193,50,28,25,61,65
689,669,8,0,0,0,0,0,2,117,67,0,10,0,0,141,49,0,58,56,1358,1031,316,961,438,517
343,46,2,0,1,1,0,1,4,58,3,6,2,0,9,19,0,5,5,8,611,1026,65,553,55,277
587,1603,1,1,1,1,1,1,19,167,81,3,43,25,0,58,154,3,21,38,3597,2132,816,1494,1267,483
312,879,22,1,4,4,0,0,7,47,15,7,21,3,7,38,3,6,29,9,1507,1651,621,402,785,194
119,60,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,117,152,68,132,179,182
547,499,260,3,0,0,0,25,0,72,10,3,9,0,1,81,11,8,23,10,665,600,167,576,215,94
155,83,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,267,200,110,140,345,242
309,239,8,0,0,0,0,0,2,15,16,0,9,0,0,57,4,0,6,8,481,426,129,324,166,287
99,107,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,290,198,87,157,360,243
37,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,81,32,40,119,1
641,492,8,0,1,0,0,0,3,22,15,0,6,1,0,59,3,2,7,2,842,627,230,600,333,347
1242,2055,0,0,0,0,0,0,0,201,8,0,32,0,0,138,24,0,24,7,3670,1353,487,1784,859,439
342,248,0,0,0,0,0,0,0,24,3,0,11,4,0,46,0,0,3,5,488,435,178,343,201,50
130,79,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,376,189,70,174,196,224
427,591,0,0,0,0,0,0,0,38,27,0,33,0,0,57,9,0,6,11,824,565,263,665,284,247
83,77,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,295,153,76,120,186,185
4,3,0,0,0,1,0,0,1,2,0,2,2,0,1,0,0,0,2,0,14,8,5,18,6,5
57,76,0,0,0,0,0,0,15,26,12,15,20,12,16,18,12,7,9,14,56,205,97,73,92,47
46,70,3,0,4,7,0,6,13,30,0,3,6,0,7,10,0,2,8,4,85,33,62,57,26,45
487,966,0,0,0,0,0,0,47,70,51,0,28,0,0,76,12,0,28,4,1243,751,421,1116,472,452
129,68,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,323,158,53,111,149,185
699,4053,1,1,1,1,1,1,10,90,210,0,22,34,29,98,163,7,30,35,6097,3835,1674,3253,3076,524
66,79,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,137,152,77,148,270,200
752,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,838,627,6,748,5,53
1493,1900,0,0,0,0,0,0,1,398,0,0,47,0,1,77,4,1,56,2,4438,591,810,2317,1284,701
108,65,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,105,157,68,129,220,273
44,33,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,43,51,31,79,141,78
68,88,5,0,7,7,1,7,14,57,0,9,11,0,6,19,0,12,15,8,135,44,87,68,44,55
129,81,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,166,147,62,101,165,185
98,77,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,135,149,72,85,158,183
101,81,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,100,151,70,173,272,200
692,890,11,0,0,55,0,0,2,72,46,12,12,0,0,111,36,0,105,40,1494,971,317,944,465,523
239,269,0,0,0,0,0,1,3,6,2,0,0,4,0,0,1,0,0,2,324,98,293,204,193,480
517,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,475,331,5,558,5,50
1102,14,0,0,1,3,0,0,0,11,6,0,4,0,6,29,3,1,2,3,1197,1541,13,1203,5,94
123,74,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,123,147,70,95,187,184
425,1192,0,0,0,0,0,0,0,281,0,1,9,0,1,1,4,0,0,1,2436,890,642,768,897,204
132,78,0,0,0,0,0,0,0,18,4,0,11,0,0,19,4,0,13,3,249,186,33,173,77,39
3825,17781,1,1,1,1,1,1,22,356,306,5,97,180,3,138,187,0,86,27,44217,34530,13099,11889,16396,2228
25,27,1,0,0,1,0,0,8,16,0,4,3,0,4,6,0,3,4,4,38,16,28,20,14,18
2124,9082,0,0,0,0,0,0,48,728,208,4,229,55,3,213,96,20,124,63,14699,9813,3398,10154,4689,1761
28,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,262,81,39,38,125,1
362,838,0,0,0,0,0,0,0,39,122,0,31,0,0,105,60,0,32,22,2212,1801,561,1006,594,198
474,771,0,0,0,0,0,0,0,139,118,0,51,0,0,90,36,0,109,54,810,369,229,874,300,250
360,273,0,0,0,0,0,0,0,7,13,0,17,6,0,52,4,0,10,7,495,409,141,387,185,69
118,95,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,167,189,96,157,201,225
226,604,1,0,0,1,0,0,7,42,0,0,0,0,0,0,2,1,1,1,698,440,285,275,221,63
127,91,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,305,151,69,113,148,182
129,108,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,161,184,105,101,215,225
339,945,0,0,0,0,0,0,0,168,0,0,5,0,0,4,0,2,0,0,1857,783,579,751,774,125
153,110,40,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,312,199,92,124,302,243
1029,12,3,0,1,1,0,0,3,22,2,2,1,0,4,28,7,1,5,4,1275,1428,23,946,21,93
1201,4348,0,0,0,0,0,0,39,450,22,3,128,15,5,130,20,19,116,10,8217,4645,2325,4628,2766,1058
343,273,11,0,5,7,2,2,18,51,1,23,9,0,11,23,0,13,15,1,553,1103,383,406,312,214
25,84,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2,0,216,118,38,80,76,22
2121,2146,8,0,0,0,0,0,10,161,162,0,70,14,18,272,174,0,154,199,3557,1294,1032,2701,1105,1144
98,100,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,168,183,93,144,193,225
1033,10,3,0,1,4,1,3,1,18,2,3,2,0,6,26,7,0,8,5,1282,1423,21,941,23,99
192,164,7,0,10,15,3,8,25,71,0,23,24,0,22,28,0,25,26,1,297,432,168,173,149,91
1106,13,1,0,3,1,0,0,4,14,6,5,3,0,1,27,2,4,3,3,1202,1545,13,1213,16,98
170,92,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,160,185,90,136,196,224
1250,2221,0,0,0,0,0,1,5,220,18,4,28,6,5,145,41,1,24,16,4097,1734,770,1872,1122,809
968,4,0,1,1,1,0,0,2,9,1,2,4,0,3,23,2,3,5,7,1211,1500,8,1161,11,93
131,79,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,129,150,70,100,247,273
113,75,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,126,150,73,104,160,182
1027,20,1,0,0,2,0,1,1,17,2,4,3,0,7,26,7,5,7,4,1278,1428,17,947,19,96
404,1437,0,0,0,0,0,0,2,76,36,0,16,2,7,56,51,0,18,21,3520,2017,1063,1185,1096,656
121,65,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,292,153,82,99,163,185
105,172,0,0,0,0,0,0,0,16,2,0,10,0,0,19,0,0,2,0,366,109,133,215,134,318
714,2750,3,3,3,3,3,3,25,253,66,3,62,6,0,90,54,3,16,17,4953,3591,1315,2437,2353,628
974,1152,0,0,0,0,0,0,0,349,0,0,12,0,1,43,3,0,38,0,2847,504,622,1618,909,849
429,1674,0,0,0,0,0,0,1,292,0,1,5,0,1,4,1,4,3,0,3139,1109,783,1069,1171,215
963,2216,0,0,0,0,0,0,11,105,136,1,32,28,3,58,36,0,23,32,6216,1366,1521,2375,1986,3396
87,88,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,186,184,99,133,204,225
5768,7644,0,0,0,0,0,0,31,951,95,5,203,17,2,342,42,5,368,86,10976,3718,3946,8324,4691,6559
82,61,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,140,150,84,107,267,272
51,26,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,38,52,23,155,149,91
36,6,9,0,1,0,0,0,0,4,2,3,0,0,0,4,1,0,1,1,239,523,10,101,2,54
470,911,0,0,0,0,0,0,48,100,52,0,21,0,0,86,11,0,46,3,1249,697,357,1155,443,440
1191,2211,0,0,0,0,0,0,5,224,18,4,30,6,5,144,43,1,26,16,4059,1715,734,1821,1096,807
1203,798,0,0,0,0,0,0,18,259,18,5,95,0,11,64,8,0,68,7,2567,877,1157,748,544,442
9434,9088,0,0,0,0,0,0,0,97,308,0,6,0,0,125,46,0,21,31,17425,6097,8077,10396,9721,303
39,37,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,72,51,26,173,139,92
730,930,16,0,0,0,0,0,2,231,61,87,30,0,0,128,62,9,58,50,1957,1166,1198,1361,1177,658
399,339,0,0,0,1,0,1,2,7,2,1,0,4,1,1,0,0,0,1,393,104,455,357,405,864
101,169,0,0,0,0,0,0,0,16,2,0,10,0,0,16,0,0,2,0,340,106,128,183,129,299
577,1536,0,0,0,0,0,0,0,201,5,0,24,0,0,28,1,0,18,0,2855,586,238,994,480,349
149,84,0,0,0,0,0,0,1,2,0,1,0,0,2,3,0,0,1,0,403,188,105,136,201,225
621,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,856,674,5,625,5,68
37,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,81,86,28,124,1
133,90,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,129,146,59,103,226,272
509,440,0,0,0,0,0,0,0,62,0,0,27,0,0,38,4,2,20,0,900,208,179,775,151,123
52,46,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,57,66,32,93,136,97
255,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,81,29,38,98,1
10182,5907,0,0,0,0,0,0,0,97,307,0,6,0,0,125,46,0,21,29,15796,6078,13547,10364,8111,301
284,788,0,0,0,0,0,0,0,119,0,0,0,0,0,3,0,2,1,0,1720,600,392,633,590,134
158,70,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,139,185,90,147,202,224
2595,14812,2,2,2,2,2,2,22,328,278,2,176,99,8,106,201,3,74,184,29230,22259,6520,14106,12135,2114
119,99,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,768,208,104,188,214,245
69,87,7,0,6,10,1,7,18,67,0,16,15,0,10,30,0,16,19,11,154,66,101,66,47,62
538,410,0,0,0,0,0,0,0,110,0,0,34,0,0,89,2,2,81,0,936,201,190,783,148,118
217,215,18,0,12,15,2,4,37,132,0,44,27,2,41,38,0,32,40,5,414,430,221,241,197,132
537,596,0,0,0,0,0,0,0,65,31,0,7,0,0,108,56,0,55,38,1129,772,293,816,389,249
103,99,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,232,182,89,156,383,262
157,129,7,0,10,13,2,4,19,72,2,21,18,1,23,38,2,20,26,3,306,477,153,199,144,86
10968,10623,0,0,0,0,0,0,0,97,307,0,6,0,0,125,46,0,21,29,18154,6078,7259,12722,8111,301
136,73,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,130,153,62,127,246,273
33123,36378,0,0,0,0,0,0,0,124,215,0,101,9,0,221,32,0,76,54,31899,2443,33642,34844,44400,827
120,67,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,124,144,81,106,224,273
492,609,0,0,0,0,0,0,0,27,30,0,43,0,0,81,26,0,20,21,883,706,275,738,286,268
1183,2213,0,0,0,0,0,3,5,220,18,4,32,6,5,144,43,1,24,16,3973,1695,732,1807,1089,787
16918,46187,8,0,0,0,0,0,1557,7171,3210,36,3493,428,110,4231,1206,47,3183,824,91146,86966,23040,70869,26611,17129
680,3964,0,0,0,0,0,0,0,152,23,0,76,5,0,55,1,1,41,2,8008,4149,2956,2513,3067,1299
32,15,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,109,35,28,31,44,45
111,46,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,124,155,89,116,239,273
347,232,0,0,0,0,0,0,0,22,3,0,1,1,3,7,4,3,23,7,720,633,164,373,180,27
48,72,2,0,4,5,0,4,8,47,0,3,7,1,11,12,0,10,17,5,104,55,75,48,33,42
134,83,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,267,186,86,152,373,262
96,72,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,352,148,85,84,169,183
57,41,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,40,53,33,142,142,91
99,95,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,141,153,65,89,246,272
776,657,0,0,0,0,0,0,0,25,11,0,7,2,0,74,20,0,15,14,990,673,295,879,469,112
624,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,569,624,5,617,5,46
409,64,1,0,2,6,1,1,6,46,6,15,7,0,6,14,3,7,9,9,686,1170,65,626,52,292
20,51,1,0,2,1,0,3,9,26,1,1,3,0,9,6,0,2,10,5,43,26,36,29,30,25
92,71,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,120,149,96,137,235,272
1250,1020,0,0,0,0,0,0,1,147,0,0,0,0,1,29,2,2,21,0,3168,408,508,2113,664,494
124,69,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,336,147,83,83,157,183
100,182,0,0,0,0,0,0,0,16,2,0,22,0,0,4,0,0,2,1,336,152,145,145,134,259
37,25,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,108,34,21,25,48,46
12844,10173,1,0,0,0,0,0,40,2609,441,32,867,54,25,297,125,2,1090,215,37050,14912,14420,6744,5057,4710
78,41,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,83,84,43,165,209,152
258,32,0,0,0,0,0,0,0,1,0,60,0,0,0,0,0,0,0,0,98,81,34,35,129,1
145,83,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,278,152,61,92,166,182
142,143,8,1,6,9,2,5,16,76,2,30,15,0,20,40,3,22,16,6,304,378,114,158,117,92
8429,47676,5,1,1,1,1,15,106,1746,727,19,820,159,61,1010,542,28,647,207,85418,62379,24448,39897,40090,7348
3134,7170,3,3,3,3,3,3,28,453,117,6,229,20,0,234,120,4,236,33,11948,5500,3351,5914,3726,3018
106,60,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,337,149,68,113,149,184
299,258,10,0,8,10,2,6,20,53,1,30,21,0,13,28,6,26,18,3,479,991,287,304,294,201
443,817,0,0,0,0,0,0,17,206,39,0,46,6,0,58,7,10,71,7,1512,569,481,873,627,367
271,507,17,0,0,1,0,4,3,63,3,3,26,0,0,18,2,4,25,2,858,1099,215,325,307,149
10182,5121,0,0,0,0,0,0,0,97,307,0,6,0,0,125,46,0,21,29,18154,6078,6403,13508,7325,301
1034,9,0,0,1,5,0,1,2,13,2,3,3,0,0,25,8,2,7,4,1272,1422,7,941,12,97
105,71,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,184,153,75,82,232,272
361,279,8,0,0,0,0,0,2,23,18,0,6,0,0,70,10,0,33,7,570,478,142,396,177,295
407,438,2,1,1,6,0,0,10,82,5,11,9,0,15,19,6,11,6,80,1234,364,410,535,507,602
13326,13767,0,0,0,0,0,0,0,97,307,0,6,0,0,125,46,0,21,29,26014,6078,11975,14294,9683,301
86,95,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,317,182,92,106,379,263
250,413,1,0,0,0,0,0,5,34,0,0,1,1,1,0,0,2,2,1,605,288,269,215,190,40
1309,2313,0,0,0,0,0,0,5,224,18,4,28,6,5,144,43,1,24,16,4140,1708,744,1943,1141,840
193,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,193,7,0
2836,6809,3,3,3,3,3,3,41,667,65,3,284,25,2,334,58,15,274,42,10377,6525,3160,5304,3388,1631
38476,28745,0,0,0,0,0,0,0,126,215,0,101,9,0,221,32,0,76,54,44129,2443,32879,30265,42119,827
386,562,20,3,6,9,0,1,47,104,8,31,30,9,42,58,0,33,42,25,1399,1440,562,528,535,196
6431,14795,3,3,3,3,3,3,31,2623,169,5,923,20,4,881,97,5,610,40,30863,16582,9203,14761,9814,7221
1335,1596,0,0,0,0,0,0,0,453,0,0,17,0,1,121,2,2,80,1,4384,565,914,2416,1201,988
2241,2287,0,0,0,0,0,0,1,371,0,0,5,0,2,77,4,5,92,1,5629,888,1117,3260,1649,1081
553,1033,0,0,0,0,0,0,67,76,71,0,32,0,0,77,12,0,49,2,1172,696,407,1125,440,449
615,722,0,0,0,0,0,0,0,25,53,0,43,0,0,85,23,0,18,21,1019,732,326,926,410,285
114,117,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,394,179,81,146,205,224
354,291,0,0,0,0,0,0,5,23,2,0,3,0,0,1,0,0,1,0,330,601,370,363,301,18
106,77,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,274,195,84,145,406,243
382,1410,0,0,0,0,0,0,0,194,0,0,5,0,1,6,1,0,0,1,2439,805,729,921,1052,183
50,47,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,91,81,39,198,190,152
76786,709,1,1,1,0,1,0,567,538,840,0,0,0,3,636,220,0,598,184,95597,119549,63,79416,209,23504
769,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,811,425,5,772,5,28
889,18,2,1,1,1,0,0,4,26,3,3,1,0,1,35,6,6,5,7,1123,1314,20,840,16,90
134,71,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,108,146,72,125,151,183
756,763,8,0,0,0,0,0,2,49,71,0,7,1,0,96,78,0,28,92,1418,965,315,1106,442,535
436,620,0,0,0,0,0,0,0,58,83,0,45,0,0,138,24,0,98,63,854,236,196,782,244,219
1143,2465,2,2,2,2,2,2,20,491,85,3,104,13,2,239,64,3,129,21,5529,3717,1462,2585,1921,610
2317,2525,10,0,5,0,0,0,20,249,103,4,85,22,28,419,113,2,184,121,4191,1783,1414,3128,1440,1581
586,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,738,384,5,630,5,66
105,91,0,0,0,0,0,0,12,1,0,0,0,0,0,10,0,0,0,0,170,130,83,136,196,263
